dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,18.005949,15.695569,13.502679,0.877493,-5.509549,0.217009,6.279059
0.020000,18.021296,15.695513,13.518026,0.767351,-5.507115,0.121676,6.280081
0.020000,18.034442,15.695478,13.531172,0.657278,-5.503674,0.172048,6.280958
0.020000,18.045387,15.695458,13.542117,0.547250,-5.501366,0.115398,6.281689
0.020000,18.054132,15.695447,13.550862,0.437262,-5.499414,0.097588,6.282274
0.020000,18.060678,15.695443,13.557408,0.327292,-5.498476,0.046938,6.282713
0.020000,18.065025,15.695441,13.561755,0.217367,-5.496276,0.109977,6.283004
0.020000,18.067187,15.695441,13.563917,0.108066,-5.465043,1.561669,6.283149
0.020000,18.067724,15.695441,13.564454,0.026862,-4.060193,70.242515,0.000000
0.020000,18.067724,15.695441,13.564454,0.000000,-1.343112,135.854019,0.000000
